location,gdp_hr_worked,date,multifactor_prod_agrwth,capital_services_pc_growth,development_flag
NZL,35.571104,2007-01-01,2.413567,5.618494,developed
NZL,34.449285,2008-01-01,-3.926363,4.482705,developed
NZL,36.239578,2009-01-01,3.469479,3.152342,developed
NZL,35.89072,2010-01-01,-1.315949,3.595183,developed
NZL,36.598967,2011-01-01,1.215892,3.763046,developed
NZL,37.920843,2012-01-01,2.375576,3.582264,developed
NZL,37.241548,2013-01-01,-1.749844,4.02607,developed
NZL,37.118825,2014-01-01,-0.364258,4.212996,developed
NZL,38.163566,2015-01-01,2.200455,4.053606,developed
NZL,37.870157,2016-01-01,0.053409,3.403129,developed
NZL,37.121101,2017-01-01,NA,4.063063,developed
NOR,27.421063,1970-01-01,NA,NA,developed
NOR,29.082721,1971-01-01,NA,NA,developed
NOR,30.838525,1972-01-01,NA,NA,developed
NOR,32.268898,1973-01-01,NA,NA,developed
NOR,33.501067,1974-01-01,NA,NA,developed
NOR,34.925729,1975-01-01,NA,NA,developed
NOR,36.911147,1976-01-01,NA,NA,developed
NOR,38.230609,1977-01-01,NA,NA,developed
NOR,39.921288,1978-01-01,NA,NA,developed
NOR,41.652994,1979-01-01,NA,NA,developed
NOR,42.535811,1980-01-01,NA,NA,developed
NOR,42.936746,1981-01-01,NA,NA,developed
NOR,43.331422,1982-01-01,NA,NA,developed
NOR,45.303092,1983-01-01,NA,NA,developed
NOR,47.841853,1984-01-01,NA,NA,developed
NOR,49.327261,1985-01-01,NA,NA,developed
NOR,49.83274,1986-01-01,NA,NA,developed
NOR,50.597215,1987-01-01,NA,NA,developed
NOR,50.655162,1988-01-01,NA,NA,developed
NOR,52.779497,1989-01-01,NA,NA,developed
NOR,54.564515,1990-01-01,NA,0.788827,developed
NOR,56.909822,1991-01-01,NA,0.668338,developed
NOR,58.675384,1992-01-01,NA,0.268418,developed
NOR,60.05166,1993-01-01,NA,0.49656,developed
NOR,62.3204,1994-01-01,NA,0.969215,developed
NOR,64.31234,1995-01-01,NA,1.326764,developed
NOR,66.450394,1996-01-01,NA,2.430403,developed
NOR,68.196508,1997-01-01,NA,4.090583,developed
NOR,68.263622,1998-01-01,NA,5.328736,developed
NOR,69.044182,1999-01-01,NA,4.933629,developed
NOR,71.721187,2000-01-01,NA,4.443002,developed
NOR,74.27187,2001-01-01,NA,4.313016,developed
NOR,75.817669,2002-01-01,NA,4.005212,developed
NOR,78.095864,2003-01-01,NA,3.662774,developed
NOR,79.568371,2004-01-01,NA,4.397959,developed
NOR,80.393458,2005-01-01,NA,4.444859,developed
NOR,79.756129,2006-01-01,NA,5.203133,developed
NOR,78.364379,2007-01-01,NA,5.976095,developed
NOR,76.043208,2008-01-01,NA,6.836636,developed
NOR,76.256112,2009-01-01,NA,4.913742,developed
NOR,76.679674,2010-01-01,NA,3.814392,developed
NOR,76.086843,2011-01-01,NA,3.293988,developed
NOR,76.669508,2012-01-01,NA,2.844123,developed
NOR,77.208444,2013-01-01,NA,3.276661,developed
NOR,77.663435,2014-01-01,NA,2.654176,developed
NOR,78.74922,2015-01-01,NA,1.862788,developed
NOR,79.34035,2016-01-01,NA,2.207778,developed
NOR,80.686312,2017-01-01,NA,2.454704,developed
POL,12.143041,1993-01-01,NA,NA,developed
POL,12.905169,1994-01-01,NA,NA,developed
POL,13.697128,1995-01-01,NA,NA,developed
POL,14.353724,1996-01-01,NA,NA,developed
POL,15.067606,1997-01-01,NA,NA,developed
POL,15.581471,1998-01-01,NA,NA,developed
POL,16.988231,1999-01-01,NA,NA,developed
POL,18.03312,2000-01-01,NA,NA,developed
POL,18.654183,2001-01-01,NA,NA,developed
POL,19.6768,2002-01-01,NA,NA,developed
POL,20.561331,2003-01-01,NA,NA,developed
POL,21.37134,2004-01-01,NA,NA,developed
POL,21.708254,2005-01-01,NA,NA,developed
POL,22.323087,2006-01-01,NA,NA,developed
POL,22.898206,2007-01-01,NA,NA,developed
POL,23.086351,2008-01-01,NA,NA,developed
POL,23.830612,2009-01-01,NA,NA,developed
POL,25.427763,2010-01-01,NA,NA,developed
POL,26.620818,2011-01-01,NA,NA,developed
POL,27.087016,2012-01-01,NA,NA,developed
POL,27.532991,2013-01-01,NA,NA,developed
POL,27.873512,2014-01-01,NA,NA,developed
POL,28.403442,2015-01-01,NA,NA,developed
POL,29.088844,2016-01-01,NA,NA,developed
POL,30.398056,2017-01-01,NA,NA,developed
PRT,13.179139,1970-01-01,NA,NA,developed
PRT,13.897399,1971-01-01,NA,NA,developed
PRT,15.180505,1972-01-01,NA,NA,developed
PRT,17.115903,1973-01-01,NA,NA,developed
PRT,16.271392,1974-01-01,NA,NA,developed
PRT,14.95713,1975-01-01,NA,NA,developed
PRT,15.861053,1976-01-01,NA,NA,developed
PRT,16.753595,1977-01-01,NA,NA,developed
PRT,17.370259,1978-01-01,NA,NA,developed
PRT,18.233216,1979-01-01,NA,NA,developed
PRT,18.759946,1980-01-01,NA,NA,developed
PRT,19.087861,1981-01-01,NA,NA,developed
PRT,19.62349,1982-01-01,NA,NA,developed
PRT,18.830748,1983-01-01,NA,NA,developed
PRT,18.636598,1984-01-01,NA,NA,developed
PRT,19.357062,1985-01-01,3.208152,1.66658,developed
PRT,20.247392,1986-01-01,3.983007,1.531266,developed
PRT,20.81609,1987-01-01,3.152046,2.439636,developed
PRT,21.81376,1988-01-01,4.67413,2.721797,developed
PRT,22.464936,1989-01-01,3.130501,2.808979,developed
PRT,22.996385,1990-01-01,1.612389,3.91315,developed
PRT,24.197327,1991-01-01,3.467921,4.637732,developed
PRT,25.066356,1992-01-01,1.473118,4.99488,developed
PRT,25.035534,1993-01-01,-1.627527,4.061204,developed
PRT,25.196721,1994-01-01,-0.352991,4.803408,developed
PRT,25.613481,1995-01-01,1.20987,4.793916,developed
PRT,26.058184,1996-01-01,0.99621,5.278703,developed
PRT,26.583924,1997-01-01,1.158273,6.323432,developed
PRT,26.874513,1998-01-01,0.187564,7.859404,developed
PRT,27.468717,1999-01-01,0.781575,8.039722,developed
PRT,27.753419,2000-01-01,-0.145519,7.952398,developed
PRT,28.045475,2001-01-01,-0.405235,7.161562,developed
PRT,28.254203,2002-01-01,-0.68394,6.07852,developed
PRT,28.36743,2003-01-01,-1.151333,5.080385,developed
PRT,28.991838,2004-01-01,0.915007,4.812969,developed
PRT,29.317064,2005-01-01,-0.076814,4.547805,developed
PRT,29.84225,2006-01-01,0.640846,4.437643,developed
PRT,30.307922,2007-01-01,0.613601,4.787829,developed
PRT,30.467378,2008-01-01,-0.795001,4.931023,developed
PRT,30.384854,2009-01-01,-1.996491,3.72544,developed
PRT,31.364733,2010-01-01,1.862175,3.520953,developed
PRT,31.791449,2011-01-01,-0.20649,2.168063,developed
PRT,32.112929,2012-01-01,-0.814402,0.853276,developed
PRT,32.509308,2013-01-01,0.325954,0.564171,developed
PRT,32.208613,2014-01-01,-0.544016,0.738206,developed
PRT,32.206786,2015-01-01,0.315573,0.937254,developed
PRT,32.244282,2016-01-01,NA,0.991654,developed
PRT,32.055691,2017-01-01,NA,1.761274,developed
ESP,17.662403,1970-01-01,NA,NA,developed
ESP,18.386381,1971-01-01,NA,NA,developed
ESP,19.865432,1972-01-01,NA,NA,developed
ESP,21.120497,1973-01-01,NA,NA,developed
ESP,22.08326,1974-01-01,NA,NA,developed
ESP,22.459258,1975-01-01,NA,NA,developed
ESP,23.33384,1976-01-01,NA,NA,developed
ESP,24.238793,1977-01-01,NA,NA,developed
ESP,25.373859,1978-01-01,NA,NA,developed
ESP,26.405089,1979-01-01,NA,NA,developed
ESP,28.005298,1980-01-01,NA,NA,developed
ESP,29.173088,1981-01-01,NA,NA,developed
ESP,30.130419,1982-01-01,NA,NA,developed
ESP,31.310819,1983-01-01,NA,NA,developed
ESP,33.402587,1984-01-01,NA,NA,developed
ESP,34.726723,1985-01-01,2.822049,2.684605,developed
ESP,35.203306,1986-01-01,1.011903,3.338467,developed
ESP,35.61877,1987-01-01,1.178203,4.372269,developed
ESP,36.249923,1988-01-01,1.287253,5.218112,developed
ESP,36.923445,1989-01-01,1.053171,6.21355,developed
ESP,36.874786,1990-01-01,-0.631897,6.056326,developed
ESP,37.173429,1991-01-01,-0.11764,5.735286,developed
ESP,38.22305,1992-01-01,1.239172,4.991418,developed
ESP,39.112999,1993-01-01,0.802107,3.329221,developed
ESP,40.258557,1994-01-01,1.990948,3.403423,developed
ESP,40.595267,1995-01-01,0.356765,4.02879,developed
ESP,41.053952,1996-01-01,0.531945,4.173294,developed
ESP,40.980277,1997-01-01,-0.333596,4.637118,developed
ESP,40.751693,1998-01-01,-0.669148,5.453395,developed
ESP,40.607987,1999-01-01,-0.613024,6.132929,developed
ESP,40.808506,2000-01-01,0.250794,6.00461,developed
ESP,40.844097,2001-01-01,-0.301298,5.722403,developed
ESP,40.915105,2002-01-01,-0.411448,5.360641,developed
ESP,41.060252,2003-01-01,-0.252803,5.518,developed
ESP,41.161848,2004-01-01,-0.344789,5.492257,developed
ESP,41.31525,2005-01-01,-0.161448,5.613896,developed
ESP,41.555965,2006-01-01,0.012412,5.885897,developed
ESP,42.051507,2007-01-01,0.290792,6.033147,developed
ESP,42.218693,2008-01-01,-0.844348,5.318674,developed
ESP,43.253894,2009-01-01,-0.18615,3.230388,developed
ESP,44.263797,2010-01-01,0.693084,3.154697,developed
ESP,44.895761,2011-01-01,-0.144797,2.522746,developed
ESP,45.792677,2012-01-01,-0.251629,1.929597,developed
ESP,46.432085,2013-01-01,-0.182027,1.544123,developed
ESP,46.581341,2014-01-01,0.111472,1.499124,developed
ESP,46.811522,2015-01-01,0.810861,1.807819,developed
ESP,47.035747,2016-01-01,0.649545,1.817574,developed
ESP,47.549614,2017-01-01,NA,1.854589,developed
SWE,24.894634,1970-01-01,NA,NA,developed
SWE,25.653222,1971-01-01,NA,NA,developed
SWE,26.785614,1972-01-01,NA,NA,developed
SWE,28.014704,1973-01-01,NA,NA,developed
SWE,28.680225,1974-01-01,NA,NA,developed
SWE,29.276399,1975-01-01,NA,NA,developed
SWE,29.265287,1976-01-01,NA,NA,developed
SWE,29.344193,1977-01-01,NA,NA,developed
SWE,30.456559,1978-01-01,NA,NA,developed
SWE,31.445853,1979-01-01,NA,NA,developed
SWE,31.540086,1980-01-01,NA,NA,developed
SWE,31.809045,1981-01-01,NA,NA,developed
SWE,31.967349,1982-01-01,NA,NA,developed
SWE,32.303549,1983-01-01,NA,NA,developed
SWE,33.344349,1984-01-01,NA,NA,developed
SWE,33.62869,1985-01-01,-0.245998,4.660145,developed
SWE,34.366212,1986-01-01,0.91891,4.359082,developed
SWE,35.006757,1987-01-01,0.798524,4.83324,developed
SWE,34.973424,1988-01-01,-0.834675,5.106289,developed
SWE,35.411904,1989-01-01,-0.141699,5.670832,developed
SWE,35.436154,1990-01-01,-1.26953,4.602915,developed
SWE,35.867752,1991-01-01,-0.716401,3.112474,developed
SWE,36.686003,1992-01-01,0.300489,1.915369,developed
SWE,37.503892,1993-01-01,0.047931,1.556138,developed
SWE,38.490418,1994-01-01,2.192173,2.627447,developed
SWE,39.276654,1995-01-01,1.524515,3.468842,developed
SWE,39.885824,1996-01-01,0.390245,3.596267,developed
SWE,41.458844,1997-01-01,2.429424,3.836255,developed
SWE,42.542546,1998-01-01,1.632561,5.035059,developed
SWE,43.315337,1999-01-01,0.981734,5.528697,developed
SWE,44.898316,2000-01-01,2.122168,6.122035,developed
SWE,45.323849,2001-01-01,-0.290888,4.828659,developed
SWE,46.918876,2002-01-01,2.101818,3.354682,developed
SWE,48.710772,2003-01-01,2.597498,3.730733,developed
SWE,50.407002,2004-01-01,2.86386,3.614675,developed
SWE,51.704142,2005-01-01,1.611336,3.903955,developed
SWE,53.429468,2006-01-01,2.528053,4.004934,developed
SWE,53.59032,2007-01-01,0.005506,4.080557,developed
SWE,52.640129,2008-01-01,-2.507899,3.793244,developed
SWE,51.387025,2009-01-01,-3.814799,1.604321,developed
SWE,53.093387,2010-01-01,3.433041,1.964831,developed
SWE,53.459167,2011-01-01,0.503948,2.613942,developed
SWE,53.372607,2012-01-01,-0.841283,2.274706,developed
SWE,53.841299,2013-01-01,0.385834,2.137334,developed
SWE,54.453394,2014-01-01,0.984365,2.318135,developed
SWE,56.029325,2015-01-01,2.62488,3.424493,developed
SWE,56.060896,2016-01-01,NA,3.152165,developed
SWE,56.402331,2017-01-01,NA,3.947012,developed
CHE,34.246521,1970-01-01,NA,NA,developed
CHE,35.195426,1971-01-01,NA,NA,developed
CHE,36.255422,1972-01-01,NA,NA,developed
CHE,37.50548,1973-01-01,NA,NA,developed
CHE,38.657558,1974-01-01,NA,NA,developed
CHE,37.815757,1975-01-01,NA,NA,developed
CHE,38.46633,1976-01-01,NA,NA,developed
CHE,39.791644,1977-01-01,NA,NA,developed
CHE,39.868798,1978-01-01,NA,NA,developed
CHE,40.708502,1979-01-01,NA,NA,developed
CHE,41.955708,1980-01-01,NA,NA,developed
CHE,42.09711,1981-01-01,NA,NA,developed
CHE,41.594757,1982-01-01,NA,NA,developed
CHE,42.20818,1983-01-01,NA,NA,developed
CHE,43.52604,1984-01-01,NA,NA,developed
CHE,44.394775,1985-01-01,NA,3.647083,developed
CHE,44.432409,1986-01-01,NA,4.32163,developed
CHE,44.083917,1987-01-01,NA,4.478475,developed
CHE,44.387138,1988-01-01,NA,5.124867,developed
CHE,45.492844,1989-01-01,NA,5.120481,developed
CHE,45.97204,1990-01-01,NA,5.311099,developed
CHE,44.797857,1991-01-01,NA,4.613352,developed
CHE,45.19432,1992-01-01,-0.569878,3.553701,developed
CHE,45.608166,1993-01-01,-0.376923,2.988916,developed
CHE,45.927586,1994-01-01,-0.038842,3.067574,developed
CHE,46.746926,1995-01-01,0.333293,3.310192,developed
CHE,47.780589,1996-01-01,0.73603,3.218254,developed
CHE,49.243412,1997-01-01,1.784121,3.755383,developed
CHE,49.812869,1998-01-01,0.439297,4.907219,developed
CHE,49.608255,1999-01-01,-1.064482,5.30252,developed
CHE,51.201267,2000-01-01,2.150392,5.038949,developed
CHE,52.241261,2001-01-01,0.76635,4.433474,developed
CHE,52.634295,2002-01-01,-0.335393,4.063016,developed
CHE,52.421969,2003-01-01,-0.935157,3.042268,developed
CHE,52.764768,2004-01-01,0.551912,3.24649,developed
CHE,54.172649,2005-01-01,2.111752,3.179087,developed
CHE,55.484955,2006-01-01,2.06089,3.878661,developed
CHE,56.662382,2007-01-01,1.722122,4.647417,developed
CHE,56.850705,2008-01-01,-0.021702,4.336561,developed
CHE,55.619017,2009-01-01,-2.714711,2.921472,developed
CHE,57.06682,2010-01-01,2.141497,2.835896,developed
CHE,56.766342,2011-01-01,-0.41863,2.413352,developed
CHE,56.917423,2012-01-01,-0.151619,2.822867,developed
CHE,57.98417,2013-01-01,1.362515,2.509685,developed
CHE,58.591082,2014-01-01,0.916717,2.356725,developed
CHE,57.967389,2015-01-01,-0.927409,2.35697,developed
CHE,58.060794,2016-01-01,0.017156,2.259879,developed
CHE,59.234481,2017-01-01,1.295445,2.48414,developed
GBR,19.020426,1970-01-01,NA,NA,UK
GBR,20.25708,1971-01-01,NA,NA,UK
GBR,21.450474,1972-01-01,NA,NA,UK
GBR,21.837886,1973-01-01,NA,NA,UK
GBR,21.68551,1974-01-01,NA,NA,UK
GBR,21.50416,1975-01-01,NA,NA,UK
GBR,22.464879,1976-01-01,NA,NA,UK
GBR,23.229673,1977-01-01,NA,NA,UK
GBR,24.343305,1978-01-01,NA,NA,UK
GBR,25.108307,1979-01-01,NA,NA,UK
GBR,25.349221,1980-01-01,NA,NA,UK
GBR,26.870068,1981-01-01,NA,NA,UK
GBR,27.674162,1982-01-01,NA,NA,UK
GBR,29.135225,1983-01-01,NA,NA,UK
GBR,28.872842,1984-01-01,NA,NA,UK
GBR,29.213757,1985-01-01,1.140311,3.517902,UK
GBR,29.975677,1986-01-01,1.977035,3.310969,UK
GBR,31.059029,1987-01-01,3.035924,4.191354,UK
GBR,31.001814,1988-01-01,0.00806,5.372893,UK
GBR,31.127556,1989-01-01,-0.398926,5.608276,UK
GBR,31.476221,1990-01-01,-0.405878,5.021662,UK
GBR,32.116444,1991-01-01,-0.13549,4.104053,UK
GBR,33.639801,1992-01-01,2.100263,3.922828,UK
GBR,34.87262,1993-01-01,2.2056,3.614023,UK
GBR,35.734935,1994-01-01,1.615773,4.990365,UK
GBR,36.636162,1995-01-01,1.751704,5.290094,UK
GBR,37.166935,1996-01-01,0.846146,4.291421,UK
GBR,38.591671,1997-01-01,3.058608,1.225571,UK
GBR,39.125788,1998-01-01,0.990971,1.94473,UK
GBR,40.020187,1999-01-01,1.693112,2.109864,UK
GBR,41.241165,2000-01-01,2.236454,3.48845,UK
GBR,42.072937,2001-01-01,1.527468,3.268878,UK
GBR,43.208741,2002-01-01,2.055095,2.839763,UK
GBR,44.527897,2003-01-01,2.590438,2.490251,UK
GBR,45.477831,2004-01-01,1.65733,2.299145,UK
GBR,45.901734,2005-01-01,0.821988,2.745661,UK
GBR,46.764551,2006-01-01,1.401168,2.825049,UK
GBR,47.505685,2007-01-01,1.067025,3.202241,UK
GBR,47.561127,2008-01-01,-0.632874,2.892098,UK
GBR,46.43969,2009-01-01,-3.260832,2.039088,UK
GBR,47.443325,2010-01-01,1.510184,2.5751,UK
GBR,47.593333,2011-01-01,0.112612,2.509274,UK
GBR,47.34289,2012-01-01,-0.601007,2.504872,UK
GBR,47.462034,2013-01-01,0.138269,2.457221,UK
GBR,47.540698,2014-01-01,0.196492,2.725995,UK
GBR,48.336163,2015-01-01,1.327898,2.837491,UK
GBR,48.070146,2016-01-01,-0.518864,2.862876,UK
GBR,48.479455,2017-01-01,0.515485,2.866098,UK
ISR,22.981283,1981-01-01,NA,NA,developed
ISR,23.379051,1982-01-01,NA,NA,developed
ISR,23.506382,1983-01-01,NA,NA,developed
ISR,23.315435,1984-01-01,NA,NA,developed
ISR,24.111993,1985-01-01,NA,3.868784,developed
ISR,24.767215,1986-01-01,NA,3.639175,developed
ISR,25.793957,1987-01-01,NA,4.075867,developed
ISR,26.277761,1988-01-01,NA,3.85998,developed
ISR,25.942958,1989-01-01,NA,3.410209,developed
ISR,27.287062,1990-01-01,NA,5.436167,developed
ISR,27.966801,1991-01-01,NA,7.690825,developed
ISR,27.80721,1992-01-01,NA,7.428581,developed
ISR,27.623666,1993-01-01,NA,8.019935,developed
ISR,27.247673,1994-01-01,NA,9.012666,developed
ISR,26.971222,1995-01-01,NA,8.33617,developed
ISR,26.982578,1996-01-01,NA,9.10154,developed
ISR,27.316443,1997-01-01,NA,7.811457,developed
ISR,28.083056,1998-01-01,NA,7.329547,developed
ISR,28.04456,1999-01-01,NA,7.854358,developed
ISR,29.18879,2000-01-01,NA,8.009554,developed
ISR,29.46816,2001-01-01,NA,6.403156,developed
ISR,28.93904,2002-01-01,NA,4.200789,developed
ISR,29.194464,2003-01-01,NA,2.344996,developed
ISR,30.551348,2004-01-01,NA,2.930953,developed
ISR,30.910675,2005-01-01,NA,3.872359,developed
ISR,32.046424,2006-01-01,NA,4.205805,developed
ISR,32.378626,2007-01-01,NA,5.448208,developed
ISR,32.333225,2008-01-01,NA,5.02695,developed
ISR,32.10752,2009-01-01,NA,3.768333,developed
ISR,32.997738,2010-01-01,NA,3.597177,developed
ISR,33.870288,2011-01-01,NA,4.640911,developed
ISR,33.773003,2012-01-01,NA,5.1133,developed
ISR,34.487466,2013-01-01,NA,4.353353,developed
ISR,35.123171,2014-01-01,NA,3.497497,developed
ISR,35.205193,2015-01-01,NA,2.601533,developed
ISR,35.311187,2016-01-01,NA,3.879011,developed
ISR,35.654798,2017-01-01,NA,4.544473,developed
